Timestamp,Temperature (C),Humidity (%)
2024-07-18 12:05:28,25.50,71.10
2024-07-18 12:05:30,25.40,70.90
2024-07-18 12:05:32,25.40,70.70
2024-07-18 12:05:34,25.40,70.60
2024-07-18 12:05:36,25.40,70.50
2024-07-18 12:05:38,25.40,70.30
2024-07-18 12:05:40,25.30,70.30
2024-07-18 12:05:42,25.30,70.40
2024-07-18 12:05:44,25.30,70.50
2024-07-18 12:05:46,25.30,70.60
2024-07-18 12:05:48,25.30,70.60
2024-07-18 12:05:50,25.30,70.50
2024-07-18 12:05:52,25.30,70.30
2024-07-18 12:05:54,25.20,70.30
2024-07-18 12:05:56,25.20,70.30
2024-07-18 12:05:58,25.20,70.30
2024-07-18 12:06:00,25.20,70.20
2024-07-18 12:06:02,25.20,69.90
